config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail20_test4,1,0.0.9.3,16464,89224,252,1762936,502716,2371592
fail20_test4,1,0.0.9.4,15644,105264,456,1750192,473156,2344712
fail20_test4,1,0.0.9.5,16276,96280,540,1765104,501640,2379840
fail20_test4,1,0.0.9.6,15196,136908,444,1636648,433092,2222288
fail20_test4,1,0.0.10.1,14772,117360,624,1538044,389960,2060760
fail20_test4,1,0.0.10.2,14860,122340,528,1512180,401756,2051664
fail20_test4,1,0.0.10.3,15096,142808,720,1535172,402260,2096056
fail20_test4,1,0.0.10.4,15592,104776,588,1609512,454736,2185204
fail20_test4,1,0.0.10.5,15884,91824,408,1629340,481000,2218456
fail20_test4,1,0.0.10.6,16180,106296,1008,1598512,470660,2192656
fail20_test4,1,0.0.11.1,14524,141480,1524,1379600,377672,1914800
fail20_test4,1,0.0.11.2,16368,101380,1140,1547484,485220,2151592
fail20_test4,1,0.0.11.3,16272,110128,732,1618072,482908,2228112
fail20_test4,1,0.0.11.4,16964,75580,384,1551776,525752,2170456
fail20_test4,1,0.0.11.5,15800,100088,768,1532144,460364,2109164
fail20_test4,1,0.0.11.6,15212,131916,1476,1378152,393400,1920156
fail20_test5,1,0.0.1.1,15948,95920,732,1485972,466256,2064828
fail20_test5,1,0.0.1.2,16072,82676,768,1400188,463692,1963396
fail20_test5,1,0.0.1.3,17208,68224,852,1483192,541972,2111448
fail20_test5,1,0.0.1.4,16572,78844,576,1456632,511968,2064592
fail20_test5,1,0.0.1.5,15496,110100,720,1527764,456044,2110124
fail20_test5,1,0.0.1.6,15308,127592,780,1368872,437412,1949964
fail20_test5,1,0.0.2.1,15788,113592,552,1770008,481892,2381832
fail20_test5,1,0.0.2.2,16420,92552,1044,1845412,546736,2502164
fail20_test5,1,0.0.2.3,16372,89468,792,1821648,550064,2478344
fail20_test5,1,0.0.2.4,15460,116616,1032,1823992,498084,2455184
fail20_test5,1,0.0.2.5,15020,130076,1404,1774308,457896,2378704
fail20_test5,1,0.0.2.6,15496,137396,1608,1610084,462684,2227268
fail20_test5,1,0.0.3.1,16472,76912,576,2024928,570392,2689280
fail20_test5,1,0.0.3.2,16572,78220,564,2028428,580656,2704440
