config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail10_test4,4,0.0.9.5,18320,38752,0,325140,108800,491012
fail10_test4,4,0.0.9.6,17884,48580,72,301000,89704,457240
fail10_test4,4,0.0.10.1,17892,50260,0,300264,90256,458672
fail10_test4,4,0.0.10.2,16816,67656,324,264244,77508,426548
fail10_test4,4,0.0.10.3,16280,100828,720,256132,63968,437928
fail10_test4,4,0.0.10.4,16088,110008,108,252948,65212,444364
fail10_test4,4,0.0.10.5,16900,89072,252,268408,73496,448128
fail10_test4,4,0.0.10.6,17440,62964,648,314520,76164,471736
fail10_test4,4,0.0.11.1,17884,52004,72,278616,87824,436400
fail10_test4,4,0.0.11.2,17792,45640,36,278008,85180,426656
fail10_test4,4,0.0.11.3,16808,64924,612,264420,63232,409996
fail10_test4,4,0.0.11.4,16864,69420,36,226196,59276,371792
fail10_test4,4,0.0.11.5,17936,43956,720,259792,62808,385212
fail10_test4,4,0.0.11.6,17252,72580,72,248776,65348,404028
fail10_test5,4,0.0.1.1,17692,54732,144,302660,86000,461228
fail10_test5,4,0.0.1.2,16976,66412,288,293500,75584,452760
fail10_test5,4,0.0.1.3,16516,90004,36,268384,68960,443900
fail10_test5,4,0.0.1.4,17212,54080,324,284936,75828,432380
fail10_test5,4,0.0.1.5,17508,49708,0,266252,74248,407716
fail10_test5,4,0.0.1.6,18136,31012,0,297004,86844,432996
fail10_test5,4,0.0.2.1,16772,81172,0,309972,86152,494068
fail10_test5,4,0.0.2.2,18084,33020,0,322576,94912,468592
fail10_test5,4,0.0.2.3,17684,57124,0,308536,96176,479520
fail10_test5,4,0.0.2.4,18076,42592,0,303476,101768,465912
fail10_test5,4,0.0.2.5,17836,39664,0,315624,97760,470884
fail10_test5,4,0.0.2.6,17444,63956,0,326248,89956,497604
fail10_test5,4,0.0.3.1,17736,56524,324,343612,91140,509336
fail10_test5,4,0.0.3.2,17740,56980,72,318212,94456,487460
fail10_test5,4,0.0.3.3,17104,79036,1080,336492,66744,500456
fail10_test5,4,0.0.3.4,16908,78364,0,274136,62276,431684
fail10_test5,4,0.0.3.5,16612,82520,36,324040,82988,506196
fail10_test5,4,0.0.3.6,17048,81544,0,321852,94608,515052
fail10_test5,4,0.0.4.1,17496,58316,252,294092,78952,449108
fail10_test5,4,0.0.4.2,17392,60096,612,285008,79604,442712
fail10_test5,4,0.0.4.3,17888,42836,504,315224,80344,456796
fail10_test5,4,0.0.4.4,17392,57680,252,298348,85888,459560
fail10_test5,4,0.0.4.5,17684,53276,0,302332,97676,470968
fail10_test5,4,0.0.4.6,18612,24668,0,325512,102488,471280
fail10_test5,4,0.0.5.1,16872,80408,504,284292,62880,444956
fail10_test5,4,0.0.5.2,17440,56424,36,264500,61056,399456
fail10_test5,4,0.0.5.3,17684,56332,0,277872,79392,431280
fail10_test5,4,0.0.5.4,17588,65124,72,263420,81936,428140
fail10_test5,4,0.0.5.5,16820,77068,0,260664,77832,432384
fail10_test5,4,0.0.5.6,17944,35968,0,291072,90580,435564
fail10_test5,4,0.0.6.1,17744,56600,72,263688,75048,413152
fail10_test5,4,0.0.6.2,17496,53948,0,262332,72720,406496
fail10_test5,4,0.0.6.3,17888,47804,0,238148,76876,380716
fail10_test5,4,0.0.6.4,17692,51708,1548,278420,46988,396356
fail10_test5,4,0.0.6.5,17056,69324,0,207188,45208,338776
fail10_test5,4,0.0.6.6,18028,47280,0,250932,78876,395116
fail10_test5,4,0.0.7.1,18368,34900,0,312116,90352,455736
fail10_test5,4,0.0.7.2,17748,49948,36,299300,97256,464288
fail10_test5,4,0.0.7.3,17936,40484,0,286924,83544,428888
fail10_test5,4,0.0.7.4,16808,79968,1476,262292,46284,406828
fail10_test5,4,0.0.7.5,17200,60256,108,202096,54964,334624
fail10_test5,4,0.0.7.6,18808,16500,288,295704,84952,416252
fail10_test5,4,0.0.8.1,16804,89172,864,294656,66480,467976
fail10_test5,4,0.0.8.2,18080,48132,36,318852,98632,483732
fail10_test5,4,0.0.8.3,17448,55900,0,289412,90416,453176
fail10_test5,4,0.0.8.4,15940,113620,1224,245720,44716,421220
fail10_test5,4,0.0.8.5,16764,80200,144,205112,46288,348508
fail10_test5,4,0.0.8.6,16616,85672,180,233368,53676,389512
fail10_test5,4,0.0.9.1,17444,65200,36,325692,94824,503196
fail10_test5,4,0.0.9.2,17980,45680,36,373064,106388,543148
fail10_test5,4,0.0.9.3,17636,54292,216,360320,107432,539896
fail10_test5,4,0.0.9.4,17004,80584,324,285804,78272,461988
fail10_test5,4,0.0.9.5,17444,60060,1080,302172,64096,444852
fail10_test5,4,0.0.9.6,17060,74272,72,283388,87196,461988
fail10_test5,4,0.0.10.1,17684,51944,0,327896,99768,497292
fail10_test5,4,0.0.10.2,16904,76108,0,333848,94248,521108
fail10_test5,4,0.0.10.3,18080,43260,0,336964,106136,504440
fail10_test5,4,0.0.10.4,17884,48172,180,291928,93032,451196
fail10_test5,4,0.0.10.5,17932,40896,36,263212,76680,398756
fail10_test5,4,0.0.10.6,17840,40136,0,316256,93340,467572
fail10_test5,4,0.0.11.1,18172,33712,72,329932,99976,481864
fail10_test5,4,0.0.11.2,17248,60832,0,300464,88212,466756
fail10_test5,4,0.0.11.3,17060,68164,180,286612,84392,456408
fail10_test5,4,0.0.11.4,16080,80848,1044,294400,55496,447868
fail10_test5,4,0.0.11.5,16564,89068,180,261528,59644,426984
fail10_test5,4,0.0.11.6,17208,66732,72,299724,91672,475408
